,0
556,microscope
7191,microscopic analysis of the archaeological 
7316,microscopic examination
1462,microscopy
1935,migration
5866,mitotic 
3587,mixing
3591,mixing analytically 
617,model
3916,model building
8279,model refinement 
7085,model selection for track analysis
7657,model simulation 
6396,model simulations
4117,modeled acoustic fields
5920,modeled crops 
6657,modeled data
5260,modeled elderberry phenology
7593,modeled fluid flow 
165,modeling
1162,modeling 
6463,modeling analyses
8250,modeling analysis of egress
693,modeling results
3707,models
60,modified the kinetic model used here
4024,modified the package for calculating the relaxed densities of the x functionals 
4026,modified the package to generate the wfn files for density analyses
6325,modified with fluorophores 
5267,molecular biological
5226,molecular clock analyses
6379,molecular modeling
6256,moment of inertia modeling
5523,monitored research
1078,monitored sample growth
7767,morphological experiments
3288,morphometric experiments
7862,motif methods
5842,motivated this research with a preliminary model
7321,mounted the microscope setup 
2049,mouse
7805,mouse brain
7586,mouse experiments
3732,mouse model
3259,mouse model studies with 
813,mouse phenotyping
7970,movie
1899,movies
6516,mt 
8006,multi data
2611,mutagenized
5811,mutagenized 
3481,mutant alleles
3428,nasopharyngeal epithelial cell lines
7523,native protein samples
1870,natural disparity statistics
7208,neonatal physiology
7548,neoplasia
1719,network analyses
4401,neurological data interpretation
3168,neuropathological assessments of patients 
2567,neutron spin data
8548,new methods tools
1815,new reagents tools
1977,next steps
76,noble
8434,nonlabeled recombinant 
7135,nonlinear spectroscopy experiments 
7251,normal tissue from more than cancer patients
2809,not every author agrees on every point in the paper
6581,nuclear delivery assays
3597,nuclear synthesis to fluid instabilities 
5815,numerical analysis
493,numerical calculation
2734,numerical data
5325,numerical simulations
5395,numerical solution
2268,numerical tools
3592,numerically
5274,obtained 
211,obtained all clinical samples
4700,obtained analytical results
63,obtained analytical solutions for simple models 
3725,obtained clinical data
3331,obtained clinical samples 
6860,obtained consent for embryo donation
4963,obtained consent from the patients
3263,obtained crystals of the toggle protein
6105,obtained data
8405,obtained ethics approval 
122,obtained funding
480,obtained funding 
4604,obtained funding for the entire study
491,obtained funding for the project
2368,obtained grant funding
7671,obtained histopathological material 
6861,obtained human subjects approval
2024,obtained magnetic resonance imaging data
7504,obtained patient biopsies 
7788,obtained permits for sponge collection
6553,obtained preliminary data
1631,obtained research support 
5414,obtained samples
7673,obtained scans
8493,obtained specimens
2587,obtained the data in 
1294,obtained the funding
4342,obtained the mathematical proofs
6507,obtained theoretical absorption
1354,ocean flux products
6628,of 
107,of the data will be used in his medical doctoral thesis
4458,offered archaeological background
7027,offered technical advice
2384,offered valuable insights into centrosomal biology
1134,offered vision for the work
8402,oligomer purification
7501,oligonucleotide microarray analysis data
5971,omisation 
357,omly
1132,on all aspects of the work
1131,on numerical methods in the context of active sensing
5052,operated 
5055,operated during the campaign
5054,operated multipass optics
5696,operated the beamline
6923,operated the blue ice drill
6245,operated the diffractometer
4152,operated the high screening platform
2637,operated the instrument
5050,operation of 
7390,ophthalmic eye examinations in dog 
7744,optical design
6661,optical microscopy data
8380,optical recording methodology
7488,optimization
3402,optimization of gene expression
5672,optimization procedures
5980,optimized 
4363,optimized conditions with for microscopy 
3499,optimized data presentation 
5862,optimized experiments on nuclear bodies
3581,optimized imaging platform
349,optimized measurement conditions
5669,optimized parameters for the extended carbon microsensors 
2877,optimized the code to work on a cluster at high frequency
3148,optimized the optical trapping apparatus
7486,optimized the purification procedure
5673,optimized the signal extraction algorithm using the elastic net
4347,optimized the toggle baumannii assay for high throughput with help of 
2254,or data analyses
2994,or generated the genetic data
5651,or material support
3589,organizational aspects
6511,organized 
6952,organized accrual of primary tissue
2488,organized all experiments
1396,organized collaboration
4724,organized collection of data
4941,organized community engagement
3260,organized data
657,organized data collection
5748,organized experiments
6963,organized field sampling expeditions
1652,organized field surveys
5206,organized field teams 
6175,organized fieldwork 
1626,organized patient recruitment 
7240,organized sample collection
1623,organized sample h
7840,organized sequencing platforms 
2207,organized the 
5642,organized the cross component
3096,organized the framework for the collaborative efforts
2314,organized the hematologist panel review
2805,organized the initiative 
3359,organized the program
1224,organized the project
2663,organized the research
93,organized the samples
5858,organized the studies
7033,organized the study
7663,organized the that performed this research
5218,organized the workshop
3665,organized the workshop that led to the framing of the concepts presented here
8330,original chronic recordings
7869,original maps
6536,originated 
1819,originated the idea of the descrambler group 
6483,osmotic shock assay
3355,osteological background information
1363,other group
1625,other resources
1205,other techniques
3752,outlined the manuscript
3451,outside laboratory testing 
3902,overall guidance
323,overall project management
7228,overall scope
3910,overproduced
6310,oversaw all research studies
108,oversaw animal breeding 
2350,oversaw biomarker assays
7890,oversaw cohort collection for the discovery 
5855,oversaw collection of mark data 
7771,oversaw data collection for 
7774,oversaw data collection in 
821,oversaw data generation
7952,oversaw developing 
7792,oversaw experimental design
5012,oversaw field strategy 
4970,oversaw i generation
351,oversaw informatics work
5597,oversaw medicinal chemistry
3248,oversaw metabolic data
7012,oversaw patient clinical safety
5116,oversaw patients
498,oversaw project administration
613,oversaw research
4649,oversaw research in his role as principal investigator
5162,oversaw statistical analyses
3939,oversaw statistical analysis
5599,oversaw structural biology
7726,oversaw studies at 
6928,oversaw studies at the of 
1362,oversaw the 
7559,oversaw the analysis of the data
3037,oversaw the analysis of the diatom oxygen isotope samples
7753,oversaw the computational study
4228,oversaw the design 
781,oversaw the entire project
602,oversaw the entire project 
5460,oversaw the generation of the genotype data in the laboratory
1159,oversaw the generation of the toggle tomato lines 
7961,oversaw the genomic analysis
7619,oversaw the initial assessment of onartuzumab
806,oversaw the project
5287,oversaw the recruitment of subjects 
1000,oversaw the research
3792,oversaw the research program
1679,oversaw the study
4786,oversaw the study 
2244,oversaw tower 
5598,oversaw virology
6521,oversight of the 
1082,oxygenation
8090,paleoenvironmental data
8122,paleontological expertise as needed
2690,paper revisions
7334,parameter codes 
8535,parameter estimates from the literature
8041,parameterizations
5919,parameterized 
4817,partial data were obtained from the database
5979,partial supervision of 
6543,partially prepared for the experiments
365,participants
1303,participated 
6878,participated as part of his thesis
5466,participated in bench work 
1025,participated in chemical synthesis
7972,participated in computer code reviews
4176,participated in data analyses
880,participated in data collection
1262,participated in data interpretation
6405,participated in development of photosynthetic redesign
2594,participated in discussion 
3436,participated in discussion of experimental design
2061,participated in early project planning 
5468,participated in early stage paper writing
2555,participated in experimental design
2593,participated in experimentation
6962,participated in fieldwork
1244,participated in further writing 
2931,participated in generating the idea
7244,participated in major aspects of research 
881,participated in manuscript preparation
6498,participated in overseeing computational research
5469,participated in paper writing
5470,participated in paper writing 
7019,participated in sample collection
4175,participated in sample preparation
5465,participated in study design
7742,participated in synthetic design
3986,participated in the analyses
2381,participated in the conception
4461,participated in the conceptual development of data coding schemes 
1017,participated in the cruise 
559,participated in the design of the research 
2880,participated in the discussion of the results
1039,participated in the discussions
8289,participated in the excavation
7194,participated in the excavation 
3828,participated in the interpretation of the data
3208,participated in the mathematical modeling 
3899,participated in the planning of the project
542,participated in the preparation of the manuscript
7198,participated in the research project
2349,participated in the scientific discussions
3207,participated in writing
4337,participated in writing the paper 
6462,participation
7337,particle verification
7149,particularly in the context of exciton theory
5703,partitioning
8521,pathological analysis
2353,pathological diagnosis
6606,pathology analyses of mouse tissues
2550,patient care
6407,patient glioblastoma samples
394,patient plasma experiments
3026,patient recruitment
6435,patient samples
1530,pedigrees 
6172,perform the diffraction experiments
6762,perform the mass spectrometry experiments
471,performance
249,performed
138,performed 
4452,performed a work 
6891,performed accelerator mass spectrometry analyses
7530,performed accelerator mass spectrometry dating
4469,performed acetate analysis
5315,performed acoustic energy analysis
3199,performed acquisition
7525,performed activity assays
4431,performed additional calculations
6349,performed additional lab
3061,performed additional model calculations
5284,performed all computational analyses in the manuscript
8189,performed all electrophysiological experiments
5608,performed all electrophysiological experiments 
1837,performed all electrophysiology 
769,performed all experimental procedures including animal work
872,performed all experiments
3112,performed all experiments 
7588,performed all experiments except 
7628,performed all experiments for 
7625,performed all experiments for ref rid 
1481,performed all in vivo measurements shown in this work
5291,performed all model simulations
3991,performed all molecular 
5442,performed all neurosurgical procedures
8356,performed all of the experiments
6116,performed all other experimental work
7056,performed all other experiments
1704,performed all other experiments 
6593,performed all photoentrainment experiments
946,performed all research
2302,performed all research with some assistance from 
1125,performed all simulation experiments
6668,performed all simulations using a pipeline created by 
7087,performed all the computational work
4415,performed all the experimental determinations
1279,performed all the mass spectrometry experiments 
5904,performed amino acid analysis
8465,performed analgesia 
212,performed analyses
5350,performed analyses 
1236,performed analysis
4608,performed analysis 
1517,performed analysis for knockout screening 
4133,performed analysis of histological renal injury
2992,performed analysis or provided bioinformatics resources for the analyses
1549,performed analysis with help from 
5814,performed analytical 
2844,performed analytical calculations
1934,performed angiogenesis
1846,performed animal 
4087,performed animal experiments
4636,performed animal generation 
7823,performed animal physiology experiments
3471,performed animal surgeries
7954,performed animal work
5834,performed anthropological analysis of dental remains from the sites presented in the paper
3383,performed anthropological examination
4456,performed archaeological excavations
1569,performed assay
1828,performed assays
3984,performed assays in cells
8505,performed atmospheric modeling
3548,performed atomic force microscopy
4595,performed atomic force microscopy 
2424,performed atomic modelling 
4498,performed auditory brainstem response
6604,performed autoantigen array analysis
3964,performed automated lig
5213,performed auxin measurement
6133,performed b
4730,performed bacterial colonization studies of patients
6791,performed bacterial two analysis
1253,performed behavioral analysis
3186,performed behavioral experiments
1251,performed behavioral experiments 
6822,performed binding studies
4237,performed biochemical
8522,performed biochemical analysis
6917,performed biochemical assays 
4745,performed biochemical characterization of native 
7234,performed biochemical control experiments
2000,performed biochemical experiments
4362,performed biochemical reconstitution
3116,performed biochemical validation
8103,performed biocomputation
927,performed bioinformatic analyses
3536,performed bioinformatic analysis
4743,performed bioinformatic analysis of genomes 
3761,performed bioinformatic research
2941,performed bioinformatics analysis
1445,performed bioinformatics analysis on data
1200,performed bioinformatics analysis on the data
1201,performed bioinformatics analysis on the human inflammatory bowel disease dataset 
7092,performed bioinformatics experiments
4331,performed biological experiments
6243,performed biological sampling
7160,performed biological studies
1221,performed blood immunophenotyping
2313,performed blood sample collection
3179,performed blood sampling
6389,performed blotting studies
2157,performed calculation
444,performed calculations
2304,performed calculations 
6734,performed calculations concerning the dye molecule structure
3161,performed calculations of the b
7388,performed canine recordings 
7979,performed carbohydrate microarray analyses
1775,performed case recruitment
2343,performed catalytic experiments
2755,performed cell 
3857,performed cell assays
4037,performed cell biological experiments
3918,performed cell culture 
7710,performed cell experiments
7181,performed cell sorting
1861,performed charge recombination kinetic experiments
7854,performed chemical modeling
2665,performed chemical syntheses
8098,performed chemical synthesis
4147,performed climate model calculations
2946,performed clinical 
1906,performed clinical annotation of the majority of the samples used in this study
7577,performed clinical assessments
7911,performed clinical data analysis 
762,performed clinical diagnosis 
4013,performed clinical phenotyping of subjects
2022,performed clinical studies 
5888,performed clinical trial
2837,performed clinical trial delivery
3401,performed cloning
7606,performed cloning 
4740,performed cloning of genes 
2973,performed coding of nutritional modes
6460,performed community
715,performed community preparation 
7610,performed competition binding studies of onartuzumab with proteins
3287,performed complementation 
5411,performed componential analyses
8423,performed computation analyses 
6098,performed computation of confidence intervals
4289,performed computational 
3051,performed computational analyses
2423,performed computational analysis
164,performed computational analysis 
5624,performed computational analysis of linkage
4939,performed computational calculations
7681,performed computational data analysis
2069,performed computational modeling
6502,performed computational modeling 
413,performed computational modelling
7300,performed computational studies
1992,performed computational study
2641,performed computational work
1726,performed computations
3102,performed computer programming 
343,performed computer simulations
2799,performed conceptual framing of the work
1470,performed conceptualization 
5165,performed confocal microscopy
7474,performed contact angle measurements 
4994,performed continuum mechanical modeling
5102,performed control experiments
6255,performed core layering 
4751,performed course data entity extraction
497,performed critical revision of the manuscript
2008,performed crop model simulations
2421,performed cryo 
3914,performed cryo sample preparation
6919,performed cryoelectron microscopy 
3962,performed crystallization experiments
1929,performed crystallization experiments 
4014,performed crystallographic data collection 
7421,performed crystallographic preparation
7716,performed crystallographic studies
4203,performed crystallography
7152,performed crystallography experiments 
4944,performed culture experiments
5625,performed cytogenetics 
4491,performed data acquisition
1772,performed data acquisition 
3380,performed data analyses
1559,performed data analysis
1086,performed data analysis 
4814,performed data analysis by beta distributions
1501,performed data analysis including genome assembly
2435,performed data analysis with supervision by 
2918,performed data collection
1689,performed data collection 
203,performed data curation
6647,performed data extraction 
1508,performed data filtering
2546,performed data interpretation
4054,performed data processing 
6182,performed data quality control
1309,performed data visualization
5320,performed database analyses
6757,performed database development
2917,performed database organization
5327,performed deep
2297,performed density functional theory calculations
4852,performed detailed simulations for our experiment
5592,performed detection of genes
7179,performed dielectric measurements 
3847,performed dietary analyses
4996,performed diffraction measurements 
4830,performed digital acquisition of wooden tools
6317,performed drug 
4551,performed duodenal aspirations
8252,performed dynamic simulations
6436,performed ecological statistics
8507,performed economic calculations
5258,performed elderberry digestibility 
1250,performed electrical characterizations
7483,performed electrochemical tests
7678,performed electrode implantation
1254,performed electromagnetic simulations
7887,performed electron cryo reconstruction
2957,performed electron microscopy
8520,performed electron microscopy 
239,performed electron probe microanalysis 
8211,performed electrophysiological recording
3687,performed electrophysiological recordings
7459,performed electrophysiological research
5935,performed electrophysiology experiments
4625,performed endoscopic assessment
7125,performed enrichment 
532,performed equation simulations
1577,performed evolutionary 
6524,performed evolutionary analyses
7237,performed ex vivo 
5776,performed ex vivo experiments
7143,performed exciton dynamic simulations in collaboration with 
1004,performed experiment
6908,performed experimental 
4285,performed experimental phasing
412,performed experimental research
6120,performed experimental works
104,performed experiments
1026,performed experiments 
7631,performed experiments for ref rid toggle
2953,performed experiments for revision
5585,performed experiments in his laboratory
5790,performed experiments in mouse cells
6135,performed experiments in toggle
6136,performed experiments in toggle xylostella
3543,performed experiments on cells
5864,performed experiments on nuclear bodies
6341,performed experiments on rods
4257,performed experiments on the macaque monkey
4050,performed experiments related to volatiles
3886,performed experiments under the supervision of 
5194,performed experiments with help from 
3555,performed experiments with help from all authors
3559,performed experiments with help from the facility
2985,performed experiments with human monocytes 
7049,performed experiments with toggle jejuni
7603,performed extensive in vitro assessment of onartuzumab
2036,performed extraction 
5791,performed extrusion simulations
3141,performed f experimental setup 
7650,performed feeding studies 
6343,performed fiber simulation
7156,performed fibrillation assays
2557,performed field 
3281,performed field excavations
8385,performed field research
8248,performed field research 
738,performed field research with support from 
395,performed field sampling
3054,performed field studies
2440,performed field work
6301,performed field work 
2426,performed fieldwork
6230,performed fieldwork 
995,performed fieldwork with minor contributions to the paper
4722,performed figure design 
7328,performed finite element simulations
7142,performed flash measurements with 
3556,performed flow cytometric analysis
7864,performed flow cytometry 
7412,performed fluorescence measurements
2758,performed fluorescence quenching assay
4364,performed fluorescent imaging
5928,performed focused ion beam experiments
2009,performed food trade network simulations
3191,performed formal analysis
6115,performed functional complementation
3888,performed fungal q under the supervision of 
6275,performed gc experiments
5958,performed gel experiments
6465,performed gene
7689,performed generation
3476,performed genetic analyses
6548,performed genetic crosses 
5621,performed genome 
6428,performed genome analysis
6751,performed genome annotation
679,performed genome assembly
4005,performed genome assembly 
1684,performed genome assembly of species using high chromosome conformation capture
5578,performed genome structure calculations 
3080,performed genomic analyses 
7127,performed genomic analysis
4815,performed genomic data analysis
7204,performed genotyping
812,performed genotyping 
5522,performed geochemical analysis
3055,performed geodynamic interpretations
4044,performed goniometry 
578,performed growth analysis
6257,performed high cells setup
3095,performed high liquid chromatography mass spectrometry
7315,performed histological 
5323,performed histological analysis
7254,performed histological assessment
5247,performed histological evaluation of mouse xenografts 
4166,performed histological manipulations
1863,performed histological stainings 
7665,performed histological work
5271,performed histology
6605,performed histology 
1898,performed histology analysis in patient specimens
7441,performed histopathological analysis
4308,performed histopathological evaluation of specimens
7693,performed histopathology
7473,performed historical research
2667,performed homology modeling 
7711,performed human sensory research
6200,performed image acquisition
4598,performed image analysis
4036,performed imaging
6329,performed imaging 
8031,performed imaging assays
3185,performed imaging experiments
2250,performed imaging experiments 
4746,performed imaging studies
1465,performed imaging studies 
3709,performed immunoblotting
1486,performed immunoblotting 
1923,performed immunofluorescence
3619,performed immunofluorescence staining
6091,performed immunohistochemical experimentation
5571,performed immunohistochemistry 
7822,performed immunohistochemistry experiments
7893,performed immunohistochemistry on mouse tissue
2984,performed immunological measurements
6580,performed immunoprecipitations 
1897,performed immunoprecipitations for testing interaction in vivo
3557,performed immunostaining
3558,performed immunostaining for markers
2607,performed important literature research
7434,performed in silico experiments 
2053,performed in silico structural analysis
3969,performed in silico structural analysis to identify the 
5786,performed in situ experiments
166,performed in situ hybridization 
1838,performed in utero electroporation
7356,performed in vitro 
3713,performed in vitro experiments
7894,performed in vitro experiments with the cell line
3845,performed in vitro functional assays
5932,performed in vitro studies
4872,performed in vitro translation assays
1023,performed in vivo animal experiments
3714,performed in vivo experiments
3846,performed in vivo functional assays
7821,performed in vivo imaging experiments
5933,performed in vivo studies
3630,performed incubation 
4394,performed infection experiments
3967,performed infection experiments with pseudotyped vesicular stomatitis virus
458,performed initial analysis
7737,performed initial characterization of mutants
3060,performed initial climate model calculations
5568,performed initial identification of modified nucleosides
7274,performed initial yeast one screens 
7747,performed instrumental analyses
3114,performed integrative structure modeling 
1739,performed intercomparison 
7956,performed interpretation
5755,performed intracytoplasmic sperm injection
7389,performed intraocular injections 
2647,performed investigation
664,performed investigations
839,performed investigations 
7819,performed islet isolations 
6525,performed isoelectric point 
1911,performed isolation
4409,performed isotopic 
3215,performed it
4747,performed job 
4750,performed job data modeling
1230,performed karyotyping
6954,performed key preliminary research
6611,performed kinematic modeling
4937,performed kinetic 
3727,performed kinetic analysis
2664,performed kinetic calculations
8401,performed kinetic experiments
4034,performed lab work
7095,performed labeling
5905,performed labeling 
4064,performed laboratory analyses
4397,performed laboratory experiments
430,performed laboratory pyrolysis experiments
5136,performed laboratory research
8146,performed laboratory research 
2005,performed laboratory testing
2801,performed laboratory work
8069,performed language check
7000,performed laser microirradiation
3289,performed laser vibrometry experiments
7836,performed lectin in situ hybridization
6152,performed library construction
1239,performed library preparation 
6385,performed life cycle greenhouse gas assessment
1927,performed lig
5570,performed light photography
7005,performed limited proteolysis of 
3254,performed lineage diversification analyses
7134,performed linear dichroism 
7133,performed linear spectroscopy experiments
2764,performed lipidomics analysis
6288,performed liquid chromatography spectrometry analysis of brain dialysates
4837,performed literature review on gas 
3876,performed literature search
293,performed lithic analysis
2913,performed m analysis of 
1511,performed manuscript amendin other authors revised 
1570,performed manuscript review 
2246,performed many of the accelerator mass spectrometry measurements
1011,performed mass spectrometry
2860,performed mass spectrometry 
1464,performed mass spectrometry analysis
2187,performed mass spectrometry measurements
4328,performed material 
4995,performed material growth
6203,performed material synthesis
6781,performed mathematical 
2348,performed mathematical analyses
7206,performed mathematical analysis
5861,performed mathematical calculations
6812,performed mathematical modeling
4632,performed mathematical modelling
920,performed measurements
2128,performed measurements 
7780,performed measurements in single cells
6204,performed mechanical analysis of the materials
3854,performed mechanical manipulation
3856,performed mechanical modeling
4616,performed mechanical testing
6559,performed mechanistic modeling
1916,performed mechanistic studies
7652,performed metabolic analyses 
7655,performed metabolic prediction
6738,performed metabolite profiling
4138,performed metabolite quantification analyses
2912,performed metabolomics
3084,performed metabolomics analysis
5118,performed methane box modeling
5119,performed methane box modeling 
840,performed methodology
1871,performed methods
7835,performed mi in situ hybridization
7996,performed microarray data analysis
4943,performed microinjection experiments
6478,performed micropalaeontological analysis
6672,performed microscopy experiments
2942,performed mitochondrial analysis
4167,performed mitochondrial experimentations
6629,performed model
6193,performed model calculation
5800,performed model development
7664,performed model fits 
4714,performed model simulation
1773,performed model simulations
4067,performed modeling
8421,performed modeling 
8268,performed modeling research
8278,performed modelling
3989,performed molecular analysis of cytoplasmic 
7313,performed molecular biological analyses
5399,performed molecular cell biology experiments
7178,performed molecular dynamic 
6378,performed molecular dynamic computation 
6895,performed molecular dynamic simulations
3649,performed molecular dynamics calculations
595,performed molecular dynamics simulations
1658,performed molecular dynamics simulations 
3187,performed molecular experiments
4924,performed molecular modeling
6527,performed molecular modelling experiments
8466,performed morphine reward experiments
7018,performed morphometric analysis
8506,performed mortality calculations
1008,performed most assays
6500,performed most of the experiments
3950,performed mouse arteriovenous surgery
7387,performed mouse behavior testin 
7385,performed mouse recordings 
3946,performed mouse viral infection 
1475,performed muscle biopsies
7485,performed mutational studies
5157,performed myocardial infarction experiments
2433,performed native mass spectrometry experiments with supervision by 
2051,performed necropsies 
7011,performed neurosurgery
8227,performed neurosurgery on epileptic patients
1213,performed neurosurgical operation
6825,performed neutralization assays
2046,performed neutralization experiments together with 
7266,performed neutron dosimetry
5515,performed new experiments
3762,performed next generation sequencing
393,performed normal 
4839,performed numerical calculations
6587,performed numerical calculations 
8422,performed numerical computations
451,performed numerical simulations
102,performed numerical simulations 
2845,performed numerical simulations of the model
4051,performed optical analysis 
8195,performed optical characterization experiments
1257,performed optical characterizations
5633,performed optogenetic experiments in toggle coli
4188,performed overall supervision
2334,performed oversight of the performance 
1060,performed p analysis
4775,performed paleomagnetic analysis 
3501,performed participant recruitment
2211,performed participant recruitment 
4836,performed partition coefficient calculations
6443,performed patch studies
3682,performed pathological analysis
7672,performed pathological diagnostics
4320,performed pathology
6654,performed pathology assay
1718,performed pathway 
650,performed patient recruitment
7343,performed patient recruitment 
7448,performed patient selection 
3901,performed peptide extraction from mouse thyroids
2858,performed peptide synthesis 
2753,performed periodicity analysis
4771,performed petrography 
8387,performed phenotypic analyses
7203,performed phenotyping
5574,performed photography
3794,performed phylogenetic analyses
7696,performed phylogenetic analysis
6437,performed phylogenetic analysis 
7494,performed phylogenetic studies
5626,performed phylogeny reconstruction 
4240,performed physiological experiments
4249,performed physiological measurement
4060,performed pilot experiments
7870,performed plant transformations
4173,performed plasma triglyceride measurements
4040,performed plasmid construction
6205,performed pluripotent stem cell generation 
6998,performed population studies
4813,performed post on 
4660,performed preliminary analysis
5644,performed preliminary calculations
7633,performed preliminary cutaneous infection
3985,performed preliminary experimental work on the alignment method
5634,performed preliminary experiments
989,performed preliminary measurements
4156,performed preliminary research
4142,performed preliminary work
6896,performed probe force microscopy measurement
5394,performed problem formulation 
3973,performed processing of data
3217,performed profiling 
5423,performed program development 
7643,performed programming 
1816,performed project administration
2427,performed project management
4374,performed pronuclear injections for mice 
4168,performed proteasome
4286,performed protein expression 
3181,performed protein structural analyses 
5410,performed proteomic analyses
7581,performed proteomic research
3843,performed proteomics
2219,performed pull 
6924,performed purification 
7256,performed q assays
4389,performed q assays 
3887,performed quality assessment of sequenced reads under the supervision of 
7006,performed quantitative analyses
3117,performed quantitative experiments 
4759,performed quantitative image analysis
8547,performed quantum chemical calculations
3620,performed quick deep electron microscopy
5970,performed r
292,performed radiocarbon analysis
5622,performed read correction 
7157,performed receptor studies
7435,performed recordings of tectal neurons
7020,performed regional geological analysis
7021,performed regional geological analysis 
8180,performed regression
723,performed regressions 
4669,performed remote sensing data analysis 
4914,performed remote spectroscopic measurements
1222,performed repertoire analysis
6932,performed researc 
6649,performed researc contributed new reagents tools
1,performed research
23,performed research 
6046,performed research assays
271,performed research described in the main text 
190,performed research for 
5344,performed research for all figures except toggle 
5171,performed research for experiment 
5345,performed research for ext xlink xlink 
7444,performed research for several experiments discussed
5346,performed research for toggle
1110,performed research former the economic analysis
5339,performed research measurements
8302,performed research of fully atomistic simulations
8301,performed research of simulations
5103,performed research on benchmark 
8026,performed research on insect paleobiology
8029,performed research on paleobotany
5525,performed research presented in 
8399,performed research under guidance of 
3045,performed research with assistance from 
252,performed research with input from 
3446,performed research with the helps from 
7391,performed retina histology in dogs
6557,performed review of the literature 
1021,performed rheological characterizations
4039,performed rice transformation
4776,performed rock magnetic experiments
1505,performed sample collection
7800,performed sample isolation
4277,performed sample isolation 
6890,performed sample preparations 
4423,performed sample quality control
2034,performed sampling 
241,performed scanning electron microscopy 
4105,performed scenario development
4489,performed scrambling experiments
7345,performed screening
294,performed sediment analysis
6427,performed selection experiments
5294,performed sensor spectroscopy 
3124,performed sequence analyses
5983,performed sequence analysis
3948,performed sequencing
3993,performed sequencing 
1510,performed sequencing libraries construction
6758,performed serological analysis
5036,performed shipboard research
1003,performed simulation
268,performed simulations
1572,performed simulations 
7355,performed single 
5562,performed single anomalous diffraction phasing
8085,performed single chromosome sequencing 
2175,performed single experiments 
3851,performed single imaging
4544,performed site conservation
7557,performed site mutagenesis analyses
6020,performed size exclusion chromatography thermostability assay
7955,performed soft agar assay
1952,performed software curation
8020,performed solid extractions
415,performed solution studies
1228,performed somatic cell nuclear transfer 
6238,performed some analysis in the initial research
4879,performed some immunohistochemistry
5583,performed some of the experiments
8052,performed spatial statistical analyses
6085,performed speciation studies
1142,performed specimen subsampling
7140,performed spectral simulations in collaboration with supervised by 
5587,performed spin optical pumping experiments
5603,performed staining experiments
2091,performed statistical analyses
6055,performed statistical analyses of the dataset
340,performed statistical analysis
7431,performed statistical analysis 
3949,performed statistical analysis on the data
6901,performed statistical modeling
2454,performed statistical tests for startle negative geotaxis data
4880,performed stimulated emission depletion microscopy 
7728,performed stochastic simulations
4459,performed structural analyses
5390,performed structural analysis
7420,performed structural analysis of the domain to generate demethylase mutant
2531,performed structural characterization
4603,performed structural docking
4717,performed structural modeling
4870,performed structural work 
2757,performed structure analysis
884,performed structure calculations
3398,performed structure refinement
5328,performed structure simulation
4120,performed studies
8168,performed studies 
4883,performed studies in male 
8169,performed study 
3809,performed subretinal injection 
6493,performed supervision
5250,performed supporting calculations
7051,performed surface charge analysis
7423,performed surface plasmon resonance assay
289,performed surgeries
8002,performed surgeries 
5084,performed surgery
1234,performed surgical embryo transfer
6290,performed surgical implantation of all electrodes 
5664,performed surgical placement of probes
7101,performed surgical procedures
7052,performed susceptibility assays
4398,performed synchrotron experiments
7833,performed synteny analyses
6231,performed syntheses
6309,performed synthesis
3202,performed synthesis 
6327,performed synthesis of 
6176,performed tagging
1198,performed telomeric fluorescence in situ hybridization 
5674,performed temporal alignment of signals collected on electrochemistry unit 
3294,performed the 
7202,performed the ab initio calculations 
7493,performed the alignments
7509,performed the amperometry measurements 
1090,performed the analyses
2114,performed the analyses 
5356,performed the analyses with input from 
1114,performed the analysis
4251,performed the analysis 
1960,performed the analysis of central cell markers
3151,performed the analysis of coherent diffraction data
4007,performed the analysis of convergent evolution
6841,performed the analysis of gene expression
4008,performed the analysis of positive selection
2714,performed the analysis of symmetry spin coupling
5324,performed the analytical calculation 
1564,performed the analytical calculations
2892,performed the analytical calculations 
1820,performed the analytical mathematics
6835,performed the animal infection 
7489,performed the antenna chromophore analyses
6846,performed the antibody measurement studies
4478,performed the assay
2934,performed the assemblies 
1151,performed the bacterial growth assays 
5463,performed the basic characterization
8011,performed the behavior assays for the activity fractionation
8012,performed the behavior assays for the synthesized ascarosides
4564,performed the behavioral tests during surgery 
4269,performed the benchwork 
1613,performed the biogeochemical modeling
3266,performed the bioinformatic analyses
5600,performed the bioinformatic analysis
4271,performed the bioinformatics analysis
5891,performed the blot analysis
1702,performed the blot of m activities in various conditions
3898,performed the bottom inventory comparisons
1301,performed the calculations
8100,performed the callosotomy 
2980,performed the cell culture tests
1701,performed the cell volume measurement on using 
935,performed the chaperone copy number analysis shown in toggle 
6141,performed the chemical modeling experiments
2113,performed the circular dichroism experiments
7201,performed the classical simulations
4322,performed the coimmunoprecipitation 
1727,performed the comparative approach
6196,performed the compound library screen
2243,performed the computational work
7777,performed the computations
4447,performed the corresponding data analysis
5340,performed the cryo experiments
1859,performed the cryo microscopy 
2534,performed the crystal characterization
7521,performed the crystallization 
7379,performed the crystallography
506,performed the data 
55,performed the data analysis
6395,performed the data analysis 
1548,performed the degron experiments in 
6746,performed the digital analyses
1027,performed the docking screen
5706,performed the early research
4964,performed the electrode implantation surgery
5813,performed the electrophysiological studies
4029,performed the electrophysiology experiments
1150,performed the enzyme assays 
1290,performed the estimations 
1997,performed the euglycemic clamps
